瘤痢,瘤痢疙,老矫,弥历扁柯(∑C),弥绊扁柯(∑C),老碍荐樊(mm),乞闭 浅加(m/s),乞闭 惑措嚼档(%),老 弥缴脚利汲(cm),乞闭 傈款樊(1/10),救俺 拌加矫埃(hr)
164,公救,1999-10-28,9.5,20.6,,2.1,85.1,,8.0,7.6
164,公救,1999-10-29,7.9,17.6,,4.6,59.5,,3.5,
164,公救,1999-10-30,6.8,16.4,,1.3,67.9,,1.8,
164,公救,1999-10-31,9.0,12.8,36.3,3.4,85.4,,9.6,
164,公救,1999-11-01,10.1,13.3,0.0,7.7,59.8,,7.3,
164,公救,1999-11-02,7.9,13.3,0.5,4.3,57.4,,5.6,
164,公救,1999-11-03,8.0,14.9,0.6,3.4,60.9,,4.3,
164,公救,1999-11-04,6.5,15.9,,1.2,71.3,,1.3,
164,公救,1999-11-05,6.5,17.7,,1.2,78.6,,4.1,
164,公救,1999-11-06,9.6,19.3,,0.7,78.5,,2.5,
164,公救,1999-11-07,8.2,19.5,,0.6,81.8,,4.8,
164,公救,1999-11-08,12.0,16.8,1.1,2.5,77.9,,4.3,
164,公救,1999-11-09,8.7,16.5,,0.7,84.1,,5.4,5.0
164,公救,1999-11-10,9.2,18.9,,2.0,67.1,,2.4,
164,公救,1999-11-11,11.0,17.2,12.0,2.0,79.9,,10.0,
164,公救,1999-11-12,13.7,16.0,,5.3,69.4,,6.0,
164,公救,1999-11-13,9.8,16.8,,2.7,64.1,,0.0,
164,公救,1999-11-14,6.2,18.5,,2.2,64.3,,4.1,
164,公救,1999-11-15,9.8,14.8,,6.7,64.5,,6.1,
164,公救,1999-11-16,8.1,11.4,,5.5,50.9,,4.6,
164,公救,1999-11-17,3.2,10.4,0.0,0.6,78.1,,5.6,
164,公救,1999-11-18,2.9,12.6,2.0,1.9,71.3,,3.6,
164,公救,1999-11-19,1.6,14.0,,0.8,74.4,,3.1,
164,公救,1999-11-20,6.4,15.5,0.0,1.2,73.3,,2.8,
164,公救,1999-11-21,4.9,15.4,,0.4,76.5,,2.3,
164,公救,1999-11-22,4.3,18.0,,0.9,64.4,,3.8,
164,公救,1999-11-23,8.5,19.3,,1.7,70.9,,0.0,
164,公救,1999-11-24,7.1,18.9,4.1,1.4,77.1,,5.8,
164,公救,1999-11-25,5.7,14.2,,7.8,61.4,,7.4,
164,公救,1999-11-26,0.0,5.7,0.0,5.8,59.6,,7.8,
164,公救,1999-11-27,0.7,7.7,4.2,1.9,80.8,,9.5,
164,公救,1999-11-28,0.4,6.6,3.4,4.3,75.1,,8.4,
164,公救,1999-11-29,2.0,8.3,1.1,1.9,73.8,,7.8,
164,公救,1999-11-30,3.7,11.8,,1.1,70.9,,5.0,
164,公救,1999-12-01,1.4,9.4,,0.9,70.3,,5.8,
164,公救,1999-12-02,2.8,13.4,,2.1,63.3,,0.0,
164,公救,1999-12-03,3.0,12.7,,1.1,75.4,,0.3,
164,公救,1999-12-04,4.3,10.3,,0.2,83.0,,8.0,
164,公救,1999-12-05,6.6,10.2,,3.9,63.1,,9.1,
164,公救,1999-12-06,4.5,7.3,1.0,7.2,59.4,,8.6,
164,公救,1999-12-07,-0.8,9.5,,1.6,71.6,,1.9,
164,公救,1999-12-08,0.8,10.7,,1.6,77.8,,6.5,
164,公救,1999-12-09,1.7,12.4,,2.9,60.4,,0.4,
164,公救,1999-12-10,0.2,14.1,,3.1,72.3,,1.8,
164,公救,1999-12-11,1.4,7.4,,6.1,47.8,,0.8,
164,公救,1999-12-12,-0.6,8.4,,1.6,67.0,,1.6,
164,公救,1999-12-13,0.4,9.7,,3.6,67.1,,4.8,
164,公救,1999-12-14,3.8,9.0,0.0,2.4,63.4,,6.0,
164,公救,1999-12-15,1.5,10.6,0.5,1.4,69.3,,1.1,
164,公救,1999-12-16,0.9,13.7,,3.5,70.5,,4.5,
164,公救,1999-12-17,2.0,6.0,,6.6,55.0,,6.8,
164,公救,1999-12-18,-2.8,2.1,5.1,3.5,81.9,7.4,8.4,
164,公救,1999-12-19,-6.0,0.0,7.1,3.9,79.4,13.5,8.8,
164,公救,1999-12-20,-6.8,-0.3,2.7,4.1,85.8,5.4,7.1,
164,公救,1999-12-21,-6.9,0.1,1.9,0.3,83.0,3.3,4.1,
164,公救,1999-12-22,-6.6,3.6,4.2,1.9,79.8,11.5,7.3,
164,公救,1999-12-23,0.2,7.8,,0.6,77.5,,7.9,
164,公救,1999-12-24,1.9,7.6,0.0,2.4,59.0,,7.9,
164,公救,1999-12-25,1.0,4.8,0.0,5.8,69.8,,8.0,
164,公救,1999-12-26,-1.0,4.6,,2.9,74.3,,2.9,
164,公救,1999-12-27,-3.0,10.9,,0.1,73.4,,0.0,
164,公救,1999-12-28,-1.0,11.2,,1.2,83.5,,3.1,
164,公救,1999-12-29,0.7,6.8,,1.8,73.3,,0.9,
164,公救,1999-12-30,-4.0,11.1,,0.2,67.1,,0.0,
164,公救,1999-12-31,-0.7,10.7,,1.3,65.5,,2.0,
164,公救,2000-01-01,1.3,11.9,,2.5,67.1,,4.6,
164,公救,2000-01-02,4.3,9.3,3.2,3.9,74.6,,4.8,
164,公救,2000-01-03,-1.6,4.5,,5.0,61.0,,2.9,
164,公救,2000-01-04,-2.2,8.3,,2.6,62.3,,3.5,
164,公救,2000-01-05,5.1,13.6,7.9,4.6,75.8,,8.3,
164,公救,2000-01-06,1.6,10.4,0.7,7.0,78.8,,9.0,
164,公救,2000-01-07,-1.7,1.9,0.0,5.9,56.3,,4.8,
164,公救,2000-01-08,-1.1,4.6,,2.6,63.8,,6.6,
164,公救,2000-01-09,-1.0,2.6,3.5,2.9,81.6,,9.3,
164,公救,2000-01-10,-0.1,5.8,,4.2,68.8,,5.3,
164,公救,2000-01-11,-2.9,6.3,1.1,3.3,67.3,,6.5,
164,公救,2000-01-12,3.2,8.3,0.9,3.5,84.8,,10.0,
164,公救,2000-01-13,1.1,5.9,0.2,6.1,75.3,,9.9,
164,公救,2000-01-14,0.5,5.2,,3.6,70.5,,9.0,
164,公救,2000-01-15,-1.7,4.0,,3.6,70.5,,6.3,
164,公救,2000-01-16,1.4,4.4,,4.7,69.4,,5.1,
164,公救,2000-01-17,-2.2,4.4,,5.2,65.4,,4.8,
164,公救,2000-01-18,-0.5,3.8,,4.8,62.1,,4.4,
164,公救,2000-01-19,-3.6,2.9,0.3,6.4,72.6,0.2,7.0,
164,公救,2000-01-20,-4.7,-1.2,0.5,8.4,70.5,1.1,7.1,
164,公救,2000-01-21,-6.8,-1.2,0.0,4.3,70.3,0.3,3.0,
164,公救,2000-01-22,-5.1,3.4,5.1,2.9,78.1,,9.4,
164,公救,2000-01-23,3.2,7.7,3.6,3.0,91.4,,9.3,
164,公救,2000-01-24,-0.7,3.5,,7.0,64.9,,7.8,
164,公救,2000-01-25,-3.1,-0.5,0.0,8.3,57.4,0.1,7.1,
164,公救,2000-01-26,-6.8,-1.3,3.7,6.8,76.8,6.3,7.6,
164,公救,2000-01-27,-8.7,-1.9,1.0,4.5,73.8,2.2,3.5,
164,公救,2000-01-28,-7.0,2.9,,2.6,78.8,,2.9,
164,公救,2000-01-29,-3.3,4.0,,1.1,83.1,,7.1,
164,公救,2000-01-30,-3.4,2.8,0.1,7.4,72.6,0.3,6.6,
164,公救,2000-01-31,-4.1,-1.7,0.5,7.0,68.3,2.1,7.3,
164,公救,2000-02-01,-5.5,-0.9,0.0,3.7,73.8,,5.3,
164,公救,2000-02-02,-3.4,2.3,,3.0,71.3,,4.3,
164,公救,2000-02-03,-3.1,4.1,,2.6,63.6,,5.3,
164,公救,2000-02-04,-2.3,2.4,,3.9,61.9,,4.3,
164,公救,2000-02-05,-4.4,4.7,5.0,1.8,84.4,,8.3,
164,公救,2000-02-06,0.5,5.1,0.0,4.4,76.9,,6.8,
164,公救,2000-02-07,-1.9,5.6,2.1,4.5,72.1,1.1,8.0,
164,公救,2000-02-08,-5.6,-0.8,3.1,9.6,74.4,1.9,6.9,
164,公救,2000-02-09,-3.5,0.4,0.0,5.8,66.3,,7.5,
164,公救,2000-02-10,-5.2,4.5,,1.6,74.1,,3.0,
164,公救,2000-02-11,-2.9,7.8,,1.9,81.6,,2.8,
164,公救,2000-02-12,-2.7,8.3,,1.8,79.4,,2.5,2.05
164,公救,2000-02-13,-2.6,8.3,,2.9,79.9,,3.9,2.65
164,公救,2000-02-14,-1.7,3.7,0.0,6.0,73.6,,7.9,
164,公救,2000-02-15,-3.5,0.7,1.9,8.0,75.0,1.1,6.1,
164,公救,2000-02-16,-3.3,2.2,1.6,6.4,61.9,0.7,5.3,
164,公救,2000-02-17,-4.5,3.0,,4.4,61.4,,1.4,
164,公救,2000-02-18,-5.5,4.1,,2.6,69.5,,4.8,
164,公救,2000-02-19,-0.2,7.6,,3.2,62.1,,9.9,
164,公救,2000-02-20,0.3,3.8,,6.9,61.5,,6.5,
164,公救,2000-02-21,0.0,3.4,,6.8,50.8,,3.0,
164,公救,2000-02-22,-1.9,2.8,,4.7,53.1,,3.9,
164,公救,2000-02-23,-2.1,7.7,,3.0,63.3,,4.0,
164,公救,2000-02-24,-1.2,1.4,,7.6,48.5,,3.1,
164,公救,2000-02-25,-4.2,2.1,,4.1,55.1,,8.3,
164,公救,2000-02-26,-2.4,7.1,0.0,3.6,66.1,,7.4,
164,公救,2000-02-27,0.3,8.0,,4.7,52.5,,1.3,
164,公救,2000-02-28,-2.1,5.1,0.0,7.1,49.6,,1.6,
164,公救,2000-02-29,-5.4,2.5,,4.1,60.1,,0.0,
164,公救,2000-03-01,-3.5,7.3,,3.1,65.6,,0.0,
164,公救,2000-03-02,-1.9,12.4,,1.9,66.3,,0.0,
164,公救,2000-03-03,-0.8,15.4,0.5,1.8,67.4,,6.6,
164,公救,2000-03-04,3.0,9.8,0.5,2.4,84.6,,6.8,
164,公救,2000-03-05,0.5,8.3,,3.7,79.3,,2.4,
164,公救,2000-03-06,-2.5,10.3,,4.0,72.6,,3.3,
164,公救,2000-03-07,-0.3,3.9,,6.8,45.9,,0.9,
164,公救,2000-03-08,0.0,7.4,,5.6,55.1,,2.3,
164,公救,2000-03-09,-2.7,6.3,,2.9,52.9,,2.9,
164,公救,2000-03-10,-2.0,11.7,,1.9,69.3,,4.9,
164,公救,2000-03-11,2.6,9.3,,2.4,75.4,,9.3,
164,公救,2000-03-12,1.4,8.0,,3.1,85.0,,1.9,
164,公救,2000-03-13,-1.5,10.9,,2.1,76.8,,3.5,
164,公救,2000-03-14,0.1,11.7,,2.8,55.5,,1.0,
164,公救,2000-03-15,-1.8,14.5,12.2,3.0,71.3,,6.3,
164,公救,2000-03-16,2.8,7.1,1.7,6.6,81.0,,5.5,
164,公救,2000-03-17,-1.2,13.7,,2.4,73.0,,2.3,3.12
164,公救,2000-03-18,1.5,14.5,,4.0,63.5,,4.1,
164,公救,2000-03-19,1.3,9.1,1.4,5.7,79.3,,6.4,
164,公救,2000-03-20,-0.5,13.0,,2.2,77.9,,0.0,
164,公救,2000-03-21,1.5,15.0,,3.2,74.6,,4.0,
164,公救,2000-03-22,3.8,17.4,,3.3,65.1,,4.3,
164,公救,2000-03-23,4.9,10.1,3.1,2.9,75.8,,8.0,
164,公救,2000-03-24,4.2,9.0,,6.4,50.6,,1.3,
164,公救,2000-03-25,1.7,11.1,,4.9,62.1,,1.9,
164,公救,2000-03-26,1.5,17.2,,2.9,81.4,,1.9,
164,公救,2000-03-27,6.1,17.2,0.0,6.7,68.9,,5.3,
164,公救,2000-03-28,5.6,12.9,0.6,5.5,76.3,,9.1,
164,公救,2000-03-29,4.1,9.6,,6.4,63.0,,2.6,
164,公救,2000-03-30,3.0,14.6,,2.7,55.9,,0.6,
164,公救,2000-03-31,4.7,18.7,,4.5,59.8,,4.1,
164,公救,2000-04-01,2.5,18.8,,3.4,39.8,,3.4,
164,公救,2000-04-02,5.8,17.0,,2.7,45.8,,8.6,
164,公救,2000-04-03,5.3,19.3,,3.1,56.4,,3.0,
164,公救,2000-04-04,7.3,19.0,,2.0,57.1,,7.0,
164,公救,2000-04-05,5.0,10.8,,6.3,63.4,,2.6,
164,公救,2000-04-06,2.7,13.0,,2.9,56.8,,1.6,
164,公救,2000-04-07,3.6,13.2,,3.6,66.6,,2.8,
164,公救,2000-04-08,2.6,13.4,,2.6,52.8,,1.1,
164,公救,2000-04-09,2.3,15.9,0.2,3.3,67.0,,7.6,
164,公救,2000-04-10,4.6,12.3,1.1,9.5,54.4,,3.8,
164,公救,2000-04-11,1.3,15.2,,4.6,65.0,,0.0,
164,公救,2000-04-12,4.5,17.3,,4.8,76.0,,2.1,
164,公救,2000-04-13,6.7,20.2,,3.6,81.4,,3.8,
164,公救,2000-04-14,7.4,14.1,,4.5,59.4,,8.3,
164,公救,2000-04-15,7.0,12.2,,5.8,61.1,,4.4,
164,公救,2000-04-16,5.8,16.9,,3.2,57.5,,0.4,
164,公救,2000-04-17,7.2,17.9,,5.5,67.0,,1.5,
164,公救,2000-04-18,9.4,18.7,,4.8,62.9,,6.9,
164,公救,2000-04-19,9.6,15.7,5.1,4.0,90.6,,7.3,1.22
164,公救,2000-04-20,6.2,20.9,,3.8,73.8,,3.3,
164,公救,2000-04-21,9.8,14.9,3.6,3.9,89.8,,8.3,
164,公救,2000-04-22,5.9,19.4,,4.1,79.0,,5.8,
164,公救,2000-04-23,6.9,16.5,,4.6,67.0,,0.4,
164,公救,2000-04-24,5.1,19.5,,2.8,52.3,,2.5,
164,公救,2000-04-25,9.5,21.9,0.3,4.3,54.9,,9.1,
164,公救,2000-04-26,9.6,15.0,0.1,3.9,82.9,,9.1,
164,公救,2000-04-27,6.7,14.7,,3.9,78.4,,1.8,
164,公救,2000-04-28,5.1,17.8,,2.2,72.4,,0.4,
164,公救,2000-04-29,6.3,23.3,,2.8,59.4,,2.3,
164,公救,2000-04-30,9.3,20.5,0.6,2.4,75.3,,5.1,
164,公救,2000-05-01,9.2,21.1,,4.5,78.0,,5.1,
164,公救,2000-05-02,7.9,16.5,,3.7,73.9,,1.4,
164,公救,2000-05-03,6.2,21.4,,1.7,69.4,,1.1,
164,公救,2000-05-04,9.0,22.3,,3.5,59.9,,0.8,
164,公救,2000-05-05,12.3,23.8,,4.9,57.4,,1.8,
164,公救,2000-05-06,6.8,15.6,0.4,3.4,81.3,,7.4,
164,公救,2000-05-07,5.1,20.6,,2.0,59.1,,0.1,
164,公救,2000-05-08,8.0,23.3,,2.2,51.8,,0.6,
164,公救,2000-05-09,8.4,26.0,,3.5,52.5,,6.4,
164,公救,2000-05-10,11.1,17.5,2.8,5.8,80.8,,7.5,
164,公救,2000-05-11,8.9,19.1,,3.7,76.9,,1.1,
164,公救,2000-05-12,9.4,20.2,0.6,2.4,77.4,,6.8,
164,公救,2000-05-13,12.5,18.3,2.2,4.0,81.8,,8.8,
164,公救,2000-05-14,10.0,21.5,0.1,1.7,78.4,,6.0,
164,公救,2000-05-15,13.2,22.1,1.0,2.6,76.1,,6.6,
164,公救,2000-05-16,13.3,18.9,0.0,2.8,80.8,,9.8,
164,公救,2000-05-17,11.5,15.0,,3.6,89.9,,7.8,
164,公救,2000-05-18,12.0,22.7,,2.1,85.6,,9.9,
164,公救,2000-05-19,13.0,22.3,0.1,5.7,78.0,,5.6,
164,公救,2000-05-20,12.6,18.3,,3.0,82.8,,8.8,
164,公救,2000-05-21,12.2,23.5,,3.0,67.1,,1.6,
164,公救,2000-05-22,15.4,24.9,,4.9,74.6,,0.0,
164,公救,2000-05-23,15.8,27.9,,5.0,78.6,,1.8,
164,公救,2000-05-24,15.1,28.3,,2.6,73.1,,3.6,
164,公救,2000-05-25,14.6,28.8,,2.2,75.9,,5.0,
164,公救,2000-05-26,17.4,22.1,16.5,4.7,84.9,,9.9,
164,公救,2000-05-27,14.2,19.5,1.3,4.7,94.4,,10.0,
164,公救,2000-05-28,13.7,20.1,,3.6,82.4,,3.8,
164,公救,2000-05-29,13.1,26.9,,2.1,68.4,,3.0,
164,公救,2000-05-30,14.1,19.6,3.8,1.8,87.0,,8.8,
164,公救,2000-05-31,14.2,21.8,0.4,3.4,79.0,,4.8,
164,公救,2000-06-01,13.4,24.5,,2.1,73.8,,3.9,
164,公救,2000-06-02,15.4,26.6,,1.9,79.9,,8.4,
164,公救,2000-06-03,18.4,26.1,,2.8,78.9,,9.9,
164,公救,2000-06-04,17.5,31.0,,2.4,70.5,,4.3,
164,公救,2000-06-05,15.6,27.1,,3.2,68.6,,0.4,1.52
164,公救,2000-06-06,15.9,27.6,,2.6,67.1,,0.1,
164,公救,2000-06-07,14.7,28.9,,2.0,56.5,,2.9,
164,公救,2000-06-08,17.3,24.6,23.8,3.5,80.5,,9.0,
164,公救,2000-06-09,16.0,24.7,2.1,2.2,83.6,,4.6,
164,公救,2000-06-10,18.0,22.3,0.3,3.7,79.3,,8.3,
164,公救,2000-06-11,16.7,23.2,2.6,2.6,81.4,,6.3,
164,公救,2000-06-12,15.4,23.4,9.8,2.8,77.0,,2.4,
164,公救,2000-06-13,14.4,24.7,,1.9,77.3,,1.4,
164,公救,2000-06-14,16.5,27.8,,3.9,72.5,,1.8,
164,公救,2000-06-15,17.9,28.4,,3.1,66.8,,3.6,
164,公救,2000-06-16,17.3,27.2,0.0,2.2,73.0,,9.0,
164,公救,2000-06-17,19.2,25.4,0.2,3.0,70.9,,6.4,
164,公救,2000-06-18,17.3,25.8,,2.9,80.1,,3.0,
164,公救,2000-06-19,19.3,26.6,,2.7,82.8,,2.8,
164,公救,2000-06-20,19.1,27.0,0.0,2.1,83.8,,9.1,4.15
164,公救,2000-06-21,19.7,29.2,1.2,1.9,75.3,,7.1,
164,公救,2000-06-22,18.8,22.6,36.6,4.0,95.1,,10.0,
164,公救,2000-06-23,19.6,24.5,3.4,3.0,90.1,,9.6,
164,公救,2000-06-24,21.1,24.3,2.2,3.0,91.6,,10.0,
164,公救,2000-06-25,21.4,26.4,0.3,2.9,88.8,,9.9,
164,公救,2000-06-26,21.3,23.2,87.4,3.8,95.3,,10.0,
164,公救,2000-06-27,20.7,23.4,32.6,5.1,95.8,,10.0,6.6
164,公救,2000-06-28,20.3,26.5,0.5,2.1,88.8,,9.8,
164,公救,2000-06-29,19.2,26.8,0.3,3.9,81.3,,8.9,
164,公救,2000-06-30,21.9,28.2,0.6,2.7,86.5,,7.6,
164,公救,2000-07-01,22.0,27.5,0.1,3.1,87.8,,8.4,
164,公救,2000-07-02,23.4,32.2,0.2,1.9,80.6,,7.6,
164,公救,2000-07-03,23.0,31.8,,2.0,79.4,,8.4,
164,公救,2000-07-04,22.1,32.3,,2.0,80.3,,4.4,
164,公救,2000-07-05,22.6,30.2,,2.3,81.9,,4.5,1.73
164,公救,2000-07-06,21.3,27.7,,3.4,87.1,,5.8,
164,公救,2000-07-07,22.4,29.4,,2.8,83.5,,5.3,
164,公救,2000-07-08,20.9,29.1,,2.5,77.0,,5.1,
164,公救,2000-07-09,22.0,30.2,,2.3,75.0,,4.5,
164,公救,2000-07-10,20.3,26.1,22.0,4.7,86.4,,8.9,
164,公救,2000-07-11,21.7,26.2,0.4,6.6,83.9,,6.3,
164,公救,2000-07-12,20.3,28.8,,4.2,82.0,,5.4,
164,公救,2000-07-13,22.4,29.6,,3.9,83.4,,6.1,
164,公救,2000-07-14,21.8,25.0,64.0,4.0,92.6,,9.9,
164,公救,2000-07-15,22.1,26.7,32.4,4.2,91.4,,9.9,
164,公救,2000-07-16,24.0,29.7,,4.1,86.5,,8.3,
164,公救,2000-07-17,24.3,30.8,,3.1,81.0,,6.0,
164,公救,2000-07-18,24.2,31.4,0.0,4.0,80.5,,5.6,
164,公救,2000-07-19,25.6,30.3,,4.6,83.6,,8.9,
164,公救,2000-07-20,25.5,31.3,0.1,4.6,81.1,,7.3,
164,公救,2000-07-21,24.6,30.9,,5.1,83.9,,5.1,
164,公救,2000-07-22,24.4,29.9,,5.9,84.5,,8.1,
164,公救,2000-07-23,23.9,26.1,43.3,5.7,91.9,,10.0,
164,公救,2000-07-24,23.0,29.4,0.1,2.4,87.8,,7.6,
164,公救,2000-07-25,22.6,30.6,,1.7,82.5,,5.8,
164,公救,2000-07-26,21.0,30.7,,1.9,86.1,,5.5,6.27
164,公救,2000-07-27,22.4,32.7,,1.8,78.5,,2.6,
164,公救,2000-07-28,24.2,33.1,,2.6,73.8,,6.6,
164,公救,2000-07-29,25.8,33.4,,2.9,73.3,,6.0,
164,公救,2000-07-30,23.4,30.8,0.3,4.2,80.6,,7.6,
164,公救,2000-07-31,21.9,28.6,,3.9,76.8,,3.6,
164,公救,2000-08-01,21.1,30.1,,2.4,76.4,,1.3,
